time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/05/16:26:46.261407,0,77206,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:47.261956,0,77207,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:48.261606,0,77208,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:49.263024,0,77209,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:50.262519,0,77210,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:51.261947,0,77211,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:52.261697,0,77212,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:53.260408,0,77213,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:54.260979,0,77214,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:55.261206,0,77215,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:56.260834,0,77216,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
2023/02/05/16:26:57.261138,0,77217,0,GPS1_FRAME,42.33668518066406,-71.09003448486328,1.2999999523162842,0.0,4689274.5,327819.96875,0.0,19,T
